**** BEGIN LOGGING AT Wed Apr 18 22:05:42 2018

Apr 18 22:05:42 *	Now talking on #shade
Apr 20 00:00:00 <yellwcape>	bannyThink
Apr 20 00:00:00 <apt____>	hello yes i am the real steven lin
Apr 20 00:00:08 <courmi_>	this is the real stream
Apr 20 00:00:11 <bhsr>	hello yes i am the real steven lin
Apr 20 00:00:12 <rodrigo_dgl>	forsenE
Apr 20 00:00:15 <ragna_lothbrok>	MY NAME IS STEVEN LIN
Apr 20 00:00:21 <bill_conagher>	Top tier exchange
Apr 20 00:00:24 <lux09>	monkaS
Apr 20 00:00:26 <lavis01>	hello yes i am the real steven lin
Apr 20 00:00:27 <yorickjunglepls>	greekB3 greekB4
Apr 20 00:00:28 <skyf00gle>	!roulette all
Apr 20 00:00:28 *	streamelements skyf00gle went all in and lost every single one of his 50 points LUL
Apr 20 00:00:34 <k_r_a_f_t>	Chat can't count to ten, I'll prove it. 1
Apr 20 00:00:34 <mlns_>	directs!
Apr 20 00:00:35 <yellwcape>	He hits those :O
Apr 20 00:00:37 <feagle_>	I love steven lin 😍
Apr 20 00:00:38 <ps3ia>	mrslinskitchen.com
Apr 20 00:00:40 <wild_rumpus>	gg
Apr 20 00:00:41 <streamelements>	Be sure to follow me on Twitter for updates and food and stuff: http://twitter.com/shadetf2
Apr 20 00:00:41 <kobaiatf_>	2
Apr 20 00:00:41 <mr_steal_youre_girl>	1
Apr 20 00:00:44 <courmi_>	4
Apr 20 00:00:45 <sunderkeenin>	a score over 100 LUL
Apr 20 00:00:46 <mackeytf>	yyyyyyyyyyyyyyyyyyyyyikes
Apr 20 00:00:47 <kobaiatf_>	10
Apr 20 00:00:48 <atomicdischarge>	10
Apr 20 00:00:49 <skyf00gle>	69
Apr 20 00:00:50 <xnaverx>	9
Apr 20 00:00:52 <superfranco202>	5
Apr 20 00:00:53 <sarjo_14>	GAYYYYYYY
Apr 20 00:00:54 <515sunnyday>	why is b4nny so angry
Apr 20 00:00:54 <bill_conagher>	420
Apr 20 00:00:54 <crazyycow>	whats hte score
Apr 20 00:00:55 <atomicdischarge>	7
Apr 20 00:01:01 <promenadetf>	https://www.mrslinskitchen.com/
Apr 20 00:01:02 <crazyycow>	ooh 2-1
Apr 20 00:01:02 <courmi_>	-4
Apr 20 00:01:05 <moshes_w_wolves>	bannyP
Apr 20 00:01:08 <tcmano>	8
Apr 20 00:01:09 <phorofor_>	TILTED
Apr 20 00:01:10 <farva_bean>	roast him good arekk
Apr 20 00:01:11 <ev_vvv>	@xnaverx
Apr 20 00:01:12 <yellwcape>	What was the score?
Apr 20 00:01:13 <af_zig>	Hi @xnaverx
Apr 20 00:01:15 <sarjo_14>	@515sunnyday coz it’s finals
Apr 20 00:01:17 <superfranco202>	2-1
Apr 20 00:01:19 <rustk1ng>	!roulette all
Apr 20 00:01:19 *	streamelements rustk1ng went all in and lost every single one of his 90 points LUL
Apr 20 00:01:20 <bballdaniel3>	habib is gonna get cut :(
Apr 20 00:01:21 <rustk1ng>	D:
Apr 20 00:01:22 <yellwcape>	ah thanks
Apr 20 00:01:23 <twlngo>	habib loses froyo grand finals screencap this
Apr 20 00:01:23 <skrublord99>	habib's positioning is fucking awful
Apr 20 00:01:24 <trophykill>	!points
Apr 20 00:01:24 <streamelements>	@TrophyKill, TrophyKill has 180 points and is rank 1691/14978 on the leaderboard.
Apr 20 00:01:27 <trophykill>	!roulette 180
Apr 20 00:01:28 *	streamelements TrophyKill went all in and lost every single one of his 180 points LUL
Apr 20 00:01:28 <evil_spuds>	habif
Apr 20 00:01:30 <trophykill>	jparaLUL
Apr 20 00:01:31 <farva_bean>	@promenadetf lmao
Apr 20 00:01:31 <bill_conagher>	Can I have some of the stuff Habibs on
Apr 20 00:01:32 <xnaverx>	@ev_vvv @af_zig ok mang
Apr 20 00:01:32 <progradetf2>	@promenadetf LUL
Apr 20 00:01:34 <wild_rumpus>	habib is a king
Apr 20 00:01:39 <mikerz64>	how many maps have they played so far?
Apr 20 00:01:40 <superfranco202>	!gamble all
Apr 20 00:01:40 <streamelements>	!gamble 20
Apr 20 00:01:42 <corvekson>	he needs to be told how to play
Apr 20 00:01:43 <atomicdischarge>	!gamble 5
Apr 20 00:01:43 *	streamelements AtomicDischarge lost 5 points in roulette and now has 15 points! FeelsBadMan
Apr 20 00:01:45 <mr_steal_youre_girl>	@Bill_Conagher adderall?
Apr 20 00:01:46 <misterslin>	!roulette 1000
Apr 20 00:01:46 *	streamelements MR_SLIN lost 1000 points in roulette and now has 6591 points! FeelsBadMan
Apr 20 00:01:46 <xge0>	!roulette 30
Apr 20 00:01:48 <helloplayers>	habib do dat avid yo
Apr 20 00:01:48 <bballdaniel3>	this iis map 6 i believe
Apr 20 00:01:49 <ssquare_>	!roulette 50
Apr 20 00:01:49 *	streamelements ssquare_ won 50 points in roulette and now has 240 points! FeelsGoodMan
Apr 20 00:01:51 <trophykill>	@MR_SLIN rip
Apr 20 00:01:51 <atomicdischarge>	!gamble 10
Apr 20 00:01:52 <streamelements>	!gamble 20
Apr 20 00:01:52 <j_j__jones>	!roulette all
Apr 20 00:01:55 <gokusspro>	habib gets cut for broking demo
Apr 20 00:01:56 <dinnerfy>	b4nny needs to micro his invite bots and win again
Apr 20 00:02:00 <mastrejtf2>	!roulette 500
Apr 20 00:02:01 *	streamelements mastrejtf2 won 500 points in roulette and now has 1810 points! FeelsGoodMan
Apr 20 00:02:02 <thunderperfectmind>	!roulette 100
Apr 20 00:02:03 <gungown>	why dont habib and bannie sitch>??? ??@? ?
Apr 20 00:02:03 *	streamelements thunderperfectmind won 100 points in roulette and now has 330 points! FeelsGoodMan
Apr 20 00:02:06 <skyf00gle>	this is a best of three, correct?
Apr 20 00:02:07 <mikerz64>	what's the score so far
Apr 20 00:02:07 <hinnybin>	I hope we get a vod cause my internet has been cut out for about 75% of this stream
Apr 20 00:02:09 <mastrejtf2>	!roulette 300
Apr 20 00:02:11 <superfranco202>	!roulette all
Apr 20 00:02:13 <atomicdischarge>	Habib can't scout lol
Apr 20 00:02:16 <bill_conagher>	2-1 froyo
Apr 20 00:02:19 <philociraptor36>	!points
Apr 20 00:02:19 <superfranco202>	!points
Apr 20 00:02:19 <streamelements>	@philociraptor36, philociraptor36 has 460 points and is rank 680/14978 on the leaderboard.
Apr 20 00:02:20 <chance_l>	D:
Apr 20 00:02:20 <j_j__jones>	y doesnt banny just do better..
Apr 20 00:02:21 <lux09>	D:
Apr 20 00:02:21 <skeez_>	D:
Apr 20 00:02:22 <helloplayers>	!gamble 10
Apr 20 00:02:22 <ev_vvv>	D:
Apr 20 00:02:22 <streamelements>	!gamble 20
Apr 20 00:02:22 <takdium>	D:
Apr 20 00:02:23 <ayyykayyy>	D:
Apr 20 00:02:23 <mastrejtf2>	!roulette 400
Apr 20 00:02:23 <supahkiwi_>	D:
Apr 20 00:02:23 <randomcookie12>	D:
Apr 20 00:02:23 <rodrigo_dgl>	D:
Apr 20 00:02:24 <twlngo>	HARD R
Apr 20 00:02:24 <welcometoskeletonhell>	D:
Apr 20 00:02:24 <grimmbo_>	!points
Apr 20 00:02:24 <streamelements>	@GrimmBo_, GrimmBo_ has 20 points and is rank 7089/14978 on the leaderboard.
Apr 20 00:02:24 <truktruk>	D:
Apr 20 00:02:24 <gungown>	@AtomicDischarge he is an invite scout.
Apr 20 00:02:25 <darkxk>	D:
Apr 20 00:02:25 <kobaiatf_>	D:
Apr 20 00:02:26 <yellwcape>	D:
Apr 20 00:02:26 <xnaverx>	D:
Apr 20 00:02:26 <wild_rumpus>	dinnerfy: b4nny needs to micro his invite bots and win again
Apr 20 00:02:26 <rodrigo_dgl>	wow
Apr 20 00:02:27 <mr_steal_youre_girl>	D:
Apr 20 00:02:28 <coolio626>	D:
Apr 20 00:02:28 <serlimton>	D:
Apr 20 00:02:29 <superfranco202>	:D
Apr 20 00:02:29 <skyf00gle>	D:
Apr 20 00:02:29 <nivriz>	:D
Apr 20 00:02:29 <yauch>	D:
Apr 20 00:02:30 <fix_>	beucaSad
Apr 20 00:02:30 <mastrejtf2>	!roulette 500
Apr 20 00:02:31 <zirtonic>	moon2D
Apr 20 00:02:34 <philociraptor36>	!roulette 200
Apr 20 00:02:34 *	streamelements philociraptor36 lost 200 points in roulette and now has 260 points! FeelsBadMan
Apr 20 00:02:36 <sunderkeenin>	D:
Apr 20 00:02:36 <moshes_w_wolves>	CHAOS bannyT DESTRUCTION bannyT OUR TRIUMPH bannyT OF LOGIC
Apr 20 00:02:37 <hexagon__sun>	ALELE
Apr 20 00:02:40 <nivriz>	D:
Apr 20 00:02:41 <risquerosen>	Fined 500$ by the TF2 League D:
Apr 20 00:02:43 <mellotf2_>	:D
Apr 20 00:02:44 <supererectioninspection>	trap b4nny Kreygasm
Apr 20 00:02:44 <4notso>	!points
Apr 20 00:02:44 <streamelements>	@4notso, 4notso has 9228 points and is rank 13/14978 on the leaderboard.
Apr 20 00:02:48 <philociraptor36>	!roulette 60
Apr 20 00:02:54 <fwiener>	slinO slinN
Apr 20 00:02:55 <atomicdischarge>	Froyotech easy win if B4nny and Yomps would switch.
Apr 20 00:02:56 <ram________>	ooo he said le retardo word :( :o
Apr 20 00:02:59 <twlngo>	!points
Apr 20 00:02:59 <streamelements>	@TWlNGO, TWlNGO has 4360 points and is rank 34/14978 on the leaderboard.
Apr 20 00:02:59 <yellwcape>	bannyRage bannyRage bannyRage
Apr 20 00:03:01 <whatthefructose>	froyo is losing this. god is smiting banny for using the r word
Apr 20 00:03:03 <mrb0sss>	!points
Apr 20 00:03:03 <streamelements>	@Mrb0sss, Mrb0sss has 2780 points and is rank 65/14978 on the leaderboard.
Apr 20 00:03:06 <yellwcape>	!points
Apr 20 00:03:07 <streamelements>	@yellwcape, yellwcape has 762 points and is rank 383/14978 on the leaderboard.
Apr 20 00:03:11 <coolio626>	!points
Apr 20 00:03:11 <streamelements>	@Coolio626, Coolio626 has 390 points and is rank 818/14978 on the leaderboard.
Apr 20 00:03:11 <trophykill>	@AtomicDischarge Nah, b4nny's scout is better than his sollie in carrying ability
Apr 20 00:03:12 <captainzidgel>	!points
Apr 20 00:03:12 <streamelements>	@CaptainZidgel, CaptainZidgel has 5 points and is rank 13890/14978 on the leaderboard.
Apr 20 00:03:13 <feeshmaster>	This ain’t overwatch league @risquerosen
Apr 20 00:03:15 <yellwcape>	!roulette 62
Apr 20 00:03:15 *	streamelements yellwcape lost 62 points in roulette and now has 700 points! FeelsBadMan
Apr 20 00:03:15 <zeekaptain>	@WhatTheFructose Real State
Apr 20 00:03:17 <captainzidgel>	!roulette all
Apr 20 00:03:17 *	streamelements CaptainZidgel went all in and lost every single one of his 5 points LUL
Apr 20 00:03:20 <captainzidgel>	frick
Apr 20 00:03:21 <mr_steal_youre_girl>	🅱etard
Apr 20 00:03:22 <mikerz64>	which maps have they played and who won?
Apr 20 00:03:29 <tcmano>	@AtomicDischarge they tried that early season and it was way worse
Apr 20 00:03:29 <cheddarz>	! roulette all
Apr 20 00:03:32 <yellwcape>	LUL
Apr 20 00:03:32 <skyf00gle>	PRESS 6 if froyo loses. PRESS 9 if Ass-scent loses.
Apr 20 00:03:33 <itnac>	bannyLove
Apr 20 00:03:37 <lonelycheeyto>	wtf is half mass
Apr 20 00:03:37 <brimst0ne_>	6
Apr 20 00:03:37 <misterslin>	9
Apr 20 00:03:38 <goku_tf>	LETS GO ASCENT SMOrc
Apr 20 00:03:38 <helloplayers>	9
Apr 20 00:03:38 <zirtonic>	mass???
Apr 20 00:03:39 <mr_steal_youre_girl>	69
Apr 20 00:03:39 <kobaiatf_>	9
Apr 20 00:03:40 <mellotf2_>	EleGiggle
Apr 20 00:03:40 <cheddarz>	!roulette all
Apr 20 00:03:41 <zirtonic>	LUL
Apr 20 00:03:41 <streamelements>	@Cheddarz, you dont have any points to roulette FeelsBadMan
Apr 20 00:03:41 <pravus__>	9
Apr 20 00:03:42 <j_j__jones>	banny goes to mass
Apr 20 00:03:42 <alec>	LUL
Apr 20 00:03:43 <kineticvibe>	mast
Apr 20 00:03:43 <ragorism>	LUL
Apr 20 00:03:43 <yourtraumaqueen>	9
Apr 20 00:03:43 <tcmano>	69
Apr 20 00:03:45 <superfranco202>	LUL
Apr 20 00:03:47 <nivriz>	LUL ?
Apr 20 00:03:47 <mellotf2_>	LUL
Apr 20 00:03:48 <priestmuffin>	69
Apr 20 00:03:50 <dinnerfy>	nursey with the big insults
Apr 20 00:03:50 <qjkxkcd>	SMOL B4NNY
Apr 20 00:03:51 <mr_steal_youre_girl>	50kg gamer
Apr 20 00:03:53 <dinnerfy>	uwu
Apr 20 00:03:54 <jesus_extrocent>	LUL
Apr 20 00:03:54 <yuukkari>	haha
Apr 20 00:03:55 <4notso>	LUL
Apr 20 00:03:56 <nokk>	RonSmug
Apr 20 00:03:57 <yourtraumaqueen>	what are these Gamers
Apr 20 00:03:58 <zeekaptain>	LUL
Apr 20 00:03:58 <snarken>	did b4nny just say pussy??
Apr 20 00:03:59 <risquerosen>	half mass, Banny confirmed no longer OVERWEIGHTED LUL
Apr 20 00:03:59 <chance_l>	dude weed lmao
Apr 20 00:03:59 <pravus__>	LUL
Apr 20 00:03:59 <crazyycow>	LUL
Apr 20 00:03:59 <skrublord99>	LOL
Apr 20 00:04:00 <spaceghostscoffee_>	LUL
Apr 20 00:04:01 <truktruk>	RonSmug
Apr 20 00:04:01 <gungown>	YOUR MONTHLY AUTISM TEST: ✓ sideshowChamp ✓ banny4G ✓ sideshowDribble ✓ bannyLater ✓ sideshowChoke ✓ bannyCat ✓ sideshowDribble ✓
Apr 20 00:04:02 <ram________>	LMAO
Apr 20 00:04:04 <k_r_a_f_t>	shdeLUL
Apr 20 00:04:04 <mcsuccboy>	taggH
Apr 20 00:04:04 <helloplayers>	nursey's dick is huge
Apr 20 00:04:06 <h5tf2>	where is weedtitty?
Apr 20 00:04:07 <randomcookie12>	shdeLUL
Apr 20 00:04:07 <priestmuffin>	KRITZ TIME PogChamp
Apr 20 00:04:09 <mellotf2_>	LUL EleGiggle
Apr 20 00:04:10 <zirtonic>	MingLee
Apr 20 00:04:11 <zeekaptain>	@Gungown u jelly?
Apr 20 00:04:11 <ev_vvv>	why is there sideshow my man
Apr 20 00:04:12 <yuukkari>	RonSmug
Apr 20 00:04:13 <twlngo>	FROYO weedtitty
Apr 20 00:04:13 <luuunch>	JKanStyle
Apr 20 00:04:14 <alec>	if b4nny was at half mass he'd be down to 200 lbs
Apr 20 00:04:18 <progradetf2>	froyo weedtiddy
Apr 20 00:04:18 <yellwcape>	Running kritz: Ultimate bait shdeLUL
Apr 20 00:04:19 <ram________>	FROYO b4nny : pussy
Apr 20 00:04:20 <zanda__>	looool
Apr 20 00:04:21 <spaceghostscoffee_>	@alec LUL
Apr 20 00:04:22 <zirtonic>	this game needs the legendary w o O d
Apr 20 00:04:23 <zestymclime>	Snarken: did b4nny just say pussy??
Apr 20 00:04:25 <515sunnyday>	LUL
Apr 20 00:04:26 <misterslin>	!roulette 2000
Apr 20 00:04:26 *	streamelements MR_SLIN won 2000 points in roulette and now has 8591 points! FeelsGoodMan
Apr 20 00:04:27 <fwiener>	DBstyle
Apr 20 00:04:27 <trophykill>	jparaLUL
Apr 20 00:04:28 <azazeltf2>	yikes
Apr 20 00:04:30 <hoshizora_ssbm>	toxic gaming
Apr 20 00:04:30 <sunderkeenin>	LUL
Apr 20 00:04:31 <qjkxkcd>	*too
Apr 20 00:04:32 <priestmuffin>	LuL
Apr 20 00:04:32 <darkxk>	LUL
Apr 20 00:04:33 <trophykill>	Shade throwing shade at Nursey jparaLUL
Apr 20 00:04:33 <randomcookie12>	LUL
Apr 20 00:04:33 <apt____>	b4nny: im better than rkt at overwatch
Apr 20 00:04:34 <crazyycow>	LUL
Apr 20 00:04:36 <toastrz_>	roasted
Apr 20 00:04:37 <progradetf2>	LUL
Apr 20 00:04:37 <superfranco202>	the CHAT TAUNT
Apr 20 00:04:38 <truktruk>	now that's just mean
Apr 20 00:04:39 <wadlie>	bannyYikes
Apr 20 00:04:40 <gungown>	@zeekaptain yo mama jelous of my dick!
Apr 20 00:04:41 <trophykill>	Shade throwing shade at Nursey jparaLUL austRIP
Apr 20 00:04:52 <lavis01>	stop typing
Apr 20 00:04:53 <brimst0ne_>	WTF
Apr 20 00:04:54 <risquerosen>	if Nursey's dick is bigger than yours, does that make you a girl? 🤔
Apr 20 00:05:01 <zeekaptain>	@Gungown please don't mock her trans tendencies that's mean D:
Apr 20 00:05:04 <mr_steal_youre_girl>	shade wants to smash nursey and tbh i do too
Apr 20 00:05:04 <brimst0ne_>	shade this is toxic
Apr 20 00:05:07 <dinnerfy>	shade with the big balls
Apr 20 00:05:09 <truktruk>	LOL
Apr 20 00:05:09 <rodrigo_dgl>	DON'T SMASH IT forsenPrime
Apr 20 00:05:12 <georgebasilj>	Nursey needs a BULLYHUNTER
Apr 20 00:05:13 <supererectioninspection>	virgin nursey or chad shade?
Apr 20 00:05:17 <moshes_w_wolves>	@MR_SLIN We need to talk about your gambling addiction
Apr 20 00:05:17 <ssjb4>	mge smash bros
Apr 20 00:05:17 <azazeltf2>	@bullyhunters someone help
Apr 20 00:05:19 <skyf00gle>	Smash Bros, smash or pass?
Apr 20 00:05:20 <abluegoldfish>	sup guys chad here
Apr 20 00:05:28 <mikerz64>	who has the sexy low voice
Apr 20 00:05:29 <af_zig>	i69
Apr 20 00:05:30 <superfranco202>	!gamble all
Apr 20 00:05:30 <brimst0ne_>	brimst1Think
Apr 20 00:05:30 <streamelements>	!gamble 20
Apr 20 00:05:32 <j_j__jones>	hey whats up im virgin
Apr 20 00:05:33 <lux09>	oof
Apr 20 00:05:35 <jaire_>	don't jolSMASH it
Apr 20 00:05:37 <superfranco202>	!roulette all
Apr 20 00:05:39 <chaaaad>	shdeThinking
Apr 20 00:05:39 <qjkxkcd>	math is hard
Apr 20 00:05:39 <drooby>	heh sex number
Apr 20 00:05:45 <brimst0ne_>	the deepest voice ur hearing is yomps
Apr 20 00:05:53 <wackyfireball>	69 not the sex
Apr 20 00:05:54 <yuukkari>	arekk sounds like cute :3
Apr 20 00:05:59 <mr_steal_youre_girl>	trukS trukS trukS trukS trukS
Apr 20 00:06:00 <randomcookie12>	:3
Apr 20 00:06:01 <trophykill>	shadePAN
Apr 20 00:06:02 <spaceghostscoffee_>	chat moving so fast no one will see i'm a virgin
Apr 20 00:06:05 <ps3ia>	jol420
Apr 20 00:06:08 <gungown>	@嫌い us ound like cute.
Apr 20 00:06:09 <lavis01>	can you not swear pls
Apr 20 00:06:11 <chaaaad>	arekk is a nice boy
Apr 20 00:06:12 <trophykill>	@SpaceGhostsCoffee_ austRIP
Apr 20 00:06:13 <heizze>	"that stupid trap" -shade
Apr 20 00:06:13 <fwiener>	slinY
Apr 20 00:06:13 <mr_steal_youre_girl>	@SpaceGhostsCoffee_ get spotted 8)
Apr 20 00:06:13 <superfranco202>	@SpaceGhostsCoffee_ witnessed
Apr 20 00:06:14 <georgebasilj>	arekk sounds like truktruk tbh
Apr 20 00:06:14 <ayyykayyy>	if your mouse is messing up its time to bring out the controller
Apr 20 00:06:14 <yuukkari>	:3....
Apr 20 00:06:15 <risquerosen>	don't need to see to know, SpaceGhostsCoffee_ 🤔
Apr 20 00:06:17 <azazeltf2>	!roulette all
Apr 20 00:06:17 *	streamelements azazeltf2 went all in and lost every single one of his 130 points LUL
Apr 20 00:06:23 <j_j__jones>	dont say the v word
Apr 20 00:06:23 <skrublord99>	everyone in chat is a virgin
Apr 20 00:06:24 <k_r_a_f_t>	SpaceGhostsCoffee_: chat moving so fast no one will see i'm a virgin
Apr 20 00:06:24 <spaceghostscoffee_>	oh no
Apr 20 00:06:25 <sunderkeenin>	!roulette all
Apr 20 00:06:25 *	streamelements PogChamp sunderkeenin went all in and won 15 points PogChamp he now has 30 points FeelsGoodMan
Apr 20 00:06:26 <supererectioninspection>	backcap me shade Kreygasm
Apr 20 00:06:28 <heuji>	shdeL
Apr 20 00:06:29 <j_j__jones>	DONT!!!
Apr 20 00:06:29 <darkxk>	nusry
Apr 20 00:06:29 <zeekaptain>	Jone
Apr 20 00:06:32 <fix_>	nusry
Apr 20 00:06:33 <mr_steal_youre_girl>	have arekk and truktruk ever been seen in the same room? hmmmmm....
Apr 20 00:06:34 <gungown>	areek doesnt sound likebucktruck
Apr 20 00:06:34 <sunderkeenin>	!roulette all
Apr 20 00:06:36 <wild_rumpus>	liar...
Apr 20 00:06:37 <dinnerfy>	send nursey back to the nursery
Apr 20 00:06:37 <yuukkari>	why wont nursey have sex with me
Apr 20 00:06:42 <truktruk>	:O
Apr 20 00:06:42 <k_r_a_f_t>	shdeThinking
Apr 20 00:06:45 <helloplayers>	cuz he is straight
Apr 20 00:06:45 <gungown>	嫌い (yuukkari): why wont nursey have sex with me
Apr 20 00:06:52 <brimst0ne_>	and that's enough out of you
Apr 20 00:06:53 <cheeeese_>	whats the score?
Apr 20 00:06:53 <chaaaad>	@MR_SLIN TheIlluminati TheIlluminati TheIlluminati shdeThinking shdeThinking shdeThinking
Apr 20 00:06:55 <steamboatt>	嫌い (yuukkari): why wont nursey have sex with me
Apr 20 00:06:58 <zeekaptain>	2-1
Apr 20 00:06:59 <yuukkari>	sigh
Apr 20 00:06:59 <lv_liam>	nusry kek
Apr 20 00:07:02 <chaaaad>	fuck i meant to tag @mr_steal_youre_girl
Apr 20 00:07:02 <helloplayers>	2-1 ascent
Apr 20 00:07:04 <corunson>	ascent is ahead?
Apr 20 00:07:06 <trophykill>	@HelloPlayers HE?
Apr 20 00:07:06 <zirtonic>	nice mid LUL
Apr 20 00:07:07 <chunkeyyy>	@tambbo smd
Apr 20 00:07:08 <chaaaad>	NotLikeThis
Apr 20 00:07:08 <corunson>	wow
Apr 20 00:07:09 <georgebasilj>	truktruk = two ks, funny way of spelling a name = arekk, two ks, funny way of spelling a name
Apr 20 00:07:10 <minty001>	nusry lol
Apr 20 00:07:11 <misterslin>	!roulette 1000
Apr 20 00:07:12 *	streamelements MR_SLIN lost 1000 points in roulette and now has 7591 points! FeelsBadMan
Apr 20 00:07:12 <tambbo>	wow
Apr 20 00:07:13 <j_j__jones>	I think FROYOtech will win.
Apr 20 00:07:17 <yuukkari>	@fwiener fortbro?
Apr 20 00:07:26 <supererectioninspection>	why wont shade pan my ass sent?
Apr 20 00:07:27 <skeez_>	trutru?
Apr 20 00:07:28 <fwiener>	nah fam
Apr 20 00:07:29 <lavis01>	is this map 2?
Apr 20 00:07:30 <azazeltf2>	"get the uber"
Apr 20 00:07:30 <jynxeddd>	shade just phooned on mid
Apr 20 00:07:30 <chunkeyyy>	:3
Apr 20 00:07:32 <fwiener>	gotta catch the game
Apr 20 00:07:34 <truktruk>	bet everything slin
Apr 20 00:07:40 <mr_steal_youre_girl>	!points
Apr 20 00:07:40 <streamelements>	@mr_steal_youre_girl, mr_steal_youre_girl has 23170 points and is rank 4/14979 on the leaderboard.
Apr 20 00:07:42 <yuukkari>	True.. true.. Big game.
Apr 20 00:07:42 <moshes_w_wolves>	@MR_SLIN Im here for you if you need help
Apr 20 00:07:44 <ayyykayyy>	pressure cooker PogChamp
Apr 20 00:07:45 <ragorism>	!roulette all
Apr 20 00:07:45 <atomicdischarge>	!gamble 10
Apr 20 00:07:45 *	streamelements PogChamp Ragorism went all in and won 745 points PogChamp he now has 1490 points FeelsGoodMan
Apr 20 00:07:45 <risquerosen>	pressure cooker time PogChamp
Apr 20 00:07:46 <sunderkeenin>	map 2 of a 2 map game tbh
Apr 20 00:07:46 <chunkeyyy>	@dippidy eat an ass
Apr 20 00:07:50 <yuukkari>	Thsi is the future of tf2 at PLlay.
Apr 20 00:07:52 <chaaaad>	all in @mr_steal_youre_girl
Apr 20 00:07:52 <putridgoblin>	!roulette all
Apr 20 00:07:52 <twlngo>	!roulette all
Apr 20 00:07:52 *	streamelements PogChamp putridgoblin went all in and won 130 points PogChamp he now has 260 points FeelsGoodMan
Apr 20 00:07:53 <bill_conagher>	Yomps’ voice is hot
Apr 20 00:07:55 <chaaaad>	!roulette all
Apr 20 00:07:56 *	streamelements PogChamp Chaaaad went all in and won 495 points PogChamp he now has 990 points FeelsGoodMan
Apr 20 00:07:56 <rajas>	!points
Apr 20 00:07:57 <streamelements>	@rajas, rajas has 1020 points and is rank 254/14979 on the leaderboard.
Apr 20 00:07:58 <ram________>	!roulette all
Apr 20 00:07:58 *	streamelements Ram________ went all in and lost every single one of his 35 points LUL
Apr 20 00:07:59 <mr_steal_youre_girl>	@Chaaaad what's the command?
Apr 20 00:08:02 <rajas>	!roulette 20
Apr 20 00:08:02 *	streamelements rajas lost 20 points in roulette and now has 1000 points! FeelsBadMan
Apr 20 00:08:03 <ram________>	ha nice
Apr 20 00:08:05 <trophykill>	!roulette all
Apr 20 00:08:06 <streamelements>	@TrophyKill, you dont have any points to roulette FeelsBadMan
Apr 20 00:08:07 <yamimiah>	!points
Apr 20 00:08:07 <streamelements>	@YamiMiah, YamiMiah has 835 points and is rank 342/14979 on the leaderboard.
Apr 20 00:08:07 <gungown>	last meal pressure cooker theorem TehePelo TehePelo TehePelo TehePelo HappyJack
Apr 20 00:08:08 <atomicdischarge>	!roulette 10
Apr 20 00:08:09 <trophykill>	jparaLUL
Apr 20 00:08:09 <moshes_w_wolves>	NotLikeThis gambling spam
Apr 20 00:08:09 <crazyycow>	YOMPS IS SO FUCKIGN GOOD
Apr 20 00:08:10 <chaaaad>	i do not fear
Apr 20 00:08:11 <coolio626>	!roulette all
Apr 20 00:08:11 <skyf00gle>	!roulette all
Apr 20 00:08:11 *	streamelements PogChamp Coolio626 went all in and won 390 points PogChamp he now has 780 points FeelsGoodMan
Apr 20 00:08:13 <yuukkari>	why wont nursey have sex with me brosd... i think im to nice...
Apr 20 00:08:16 <superfranco202>	!duel rajas 5
Apr 20 00:08:16 <streamelements>	@superfranco202, you only have 0 points LUL
Apr 20 00:08:16 <daybraek>	!roulette all
Apr 20 00:08:17 <yamimiah>	!roulette all
Apr 20 00:08:17 *	streamelements YamiMiah went all in and lost every single one of his 835 points LUL
Apr 20 00:08:20 <hoshizora_ssbm>	!roulette all
Apr 20 00:08:21 *	streamelements hoshizora_ssbm went all in and lost every single one of his 90 points LUL
Apr 20 00:08:23 <zirtonic>	wraxuEZ
Apr 20 00:08:25 <mellotf2_>	PogChamp
Apr 20 00:08:26 <crazyycow>	NICE
Apr 20 00:08:26 <skyf00gle>	!points
Apr 20 00:08:26 <streamelements>	@skyf00gle, skyf00gle has 10 points and is rank 8701/14979 on the leaderboard.
Apr 20 00:08:26 <wantf2>	wppp
Apr 20 00:08:26 <ssquare_>	hell yeah
Apr 20 00:08:27 <gungown>	@嫌い knice guys finiosh last :/
Apr 20 00:08:27 <chunkeyyy>	@carcin u can catch smoke too pal
Apr 20 00:08:29 <dinnerfy>	poverty play
Apr 20 00:08:29 <k_r_a_f_t>	shdeGood
Apr 20 00:08:33 <lonelycheeyto>	3-1
Apr 20 00:08:33 <daybraek>	Yeet
Apr 20 00:08:34 <ssjb4>	simple..
Apr 20 00:08:35 <ssquare_>	that was fucking solid
Apr 20 00:08:35 <yuukkari>	:-/
Apr 20 00:08:41 <wackyfireball>	didn't you win open with a cheater
Apr 20 00:08:41 <apt____>	GRANT FINALS
Apr 20 00:08:42 <supererectioninspection>	PRESSURE COOK
Apr 20 00:08:44 <daybraek>	!roulette all
Apr 20 00:08:44 <mr_steal_youre_girl>	pressure cooker so good they're about to pull it at the end of the boston marathon
Apr 20 00:08:44 <ayyykayyy>	pressure confirmed for the strat
Apr 20 00:08:46 <zirtonic>	still waiting for weedtitty ResidentSleeper
Apr 20 00:08:51 <jacober30>	first time in twitch
Apr 20 00:08:55 <atomicdischarge>	Ascent throwing fr
